"businessentityid","phonenumber","phonenumbertypeid","modifieddate"
15536,"437-555-0199",2,2014-04-03 00:00:00.000
15537,"1 (11) 500 555-0125",2,2013-10-02 00:00:00.000
15538,"313-555-0165",2,2014-06-08 00:00:00.000
15539,"920-555-0199",1,2014-03-13 00:00:00.000
15540,"407-555-0160",2,2014-04-11 00:00:00.000
15541,"481-555-0164",1,2014-03-06 00:00:00.000
15542,"1 (11) 500 555-0128",2,2014-03-08 00:00:00.000
15543,"618-555-0136",2,2013-03-30 00:00:00.000
15544,"1 (11) 500 555-0149",2,2014-05-26 00:00:00.000
15545,"837-555-0179",1,2013-10-27 00:00:00.000
15546,"1 (11) 500 555-0168",2,2014-05-14 00:00:00.000
15547,"1 (11) 500 555-0111",2,2013-09-08 00:00:00.000
15548,"596-555-0166",1,2014-04-30 00:00:00.000
15549,"1 (11) 500 555-0173",1,2013-10-20 01:00:00.000
15550,"711-555-0151",1,2013-09-24 00:00:00.000
15551,"132-555-0146",1,2012-12-24 00:00:00.000
15552,"1 (11) 500 555-0199",1,2012-01-14 00:00:00.000
15553,"137-555-0117",1,2014-01-16 00:00:00.000
15554,"1 (11) 500 555-0166",1,2013-08-23 00:00:00.000
15555,"344-555-0136",2,2013-12-13 00:00:00.000
15556,"1 (11) 500 555-0157",1,2014-05-29 00:00:00.000
15557,"563-555-0110",1,2011-11-14 00:00:00.000
15558,"1 (11) 500 555-0151",2,2013-03-26 00:00:00.000
15559,"164-555-0118",2,2014-01-07 00:00:00.000
15560,"593-555-0116",2,2014-01-16 00:00:00.000
15561,"1 (11) 500 555-0182",1,2013-09-21 00:00:00.000
15562,"1 (11) 500 555-0113",1,2013-10-31 00:00:00.000
15563,"936-555-0177",2,2011-11-30 00:00:00.000
15564,"961-555-0169",1,2014-02-13 00:00:00.000
15565,"1 (11) 500 555-0154",1,2012-10-22 00:00:00.000
15566,"1 (11) 500 555-0113",1,2012-12-16 00:00:00.000
15567,"1 (11) 500 555-0160",1,2013-11-13 00:00:00.000
15568,"783-555-0193",2,2013-04-22 00:00:00.000
15569,"1 (11) 500 555-0157",1,2012-11-09 00:00:00.000
15570,"320-555-0121",1,2013-11-24 00:00:00.000
15571,"808-555-0157",1,2014-03-06 00:00:00.000
15572,"1 (11) 500 555-0133",2,2013-07-11 00:00:00.000
15573,"1 (11) 500 555-0165",1,2011-12-27 00:00:00.000
15574,"1 (11) 500 555-0175",1,2014-03-28 00:00:00.000
15575,"1 (11) 500 555-0158",1,2012-07-26 00:00:00.000
15576,"361-555-0129",1,2014-06-14 00:00:00.000
15577,"1 (11) 500 555-0160",1,2011-11-05 00:00:00.000
15578,"937-555-0143",1,2013-09-13 00:00:00.000
15579,"815-555-0120",2,2014-02-06 00:00:00.000
15580,"1 (11) 500 555-0175",1,2014-05-09 00:00:00.000
15581,"156-555-0115",1,2014-03-24 00:00:00.000
15582,"291-555-0134",2,2014-06-16 00:00:00.000
15583,"613-555-0123",2,2011-12-30 00:00:00.000
15584,"1 (11) 500 555-0131",2,2011-12-22 00:00:00.000
15585,"1 (11) 500 555-0143",1,2014-03-23 00:00:00.000
15586,"1 (11) 500 555-0129",2,2013-03-03 00:00:00.000
15587,"1 (11) 500 555-0161",2,2013-07-05 00:00:00.000
15588,"291-555-0126",2,2014-02-25 00:00:00.000
15589,"762-555-0149",1,2013-10-18 00:00:00.000
15590,"1 (11) 500 555-0178",2,2013-01-17 00:00:00.000
15591,"783-555-0148",2,2014-01-18 00:00:00.000
15592,"1 (11) 500 555-0188",1,2012-07-17 00:00:00.000
15593,"1 (11) 500 555-0136",1,2013-02-03 00:00:00.000
15594,"1 (11) 500 555-0139",2,2012-02-14 00:00:00.000
15595,"363-555-0144",2,2013-12-08 00:00:00.000
15596,"1 (11) 500 555-0174",2,2012-11-11 00:00:00.000
15597,"726-555-0110",1,2012-11-18 00:00:00.000
15598,"1 (11) 500 555-0118",2,2013-03-01 00:00:00.000
15599,"1 (11) 500 555-0145",1,2013-08-06 00:00:00.000
15600,"1 (11) 500 555-0196",1,2014-01-29 00:00:00.000
15601,"1 (11) 500 555-0113",1,2014-04-18 00:00:00.000
15602,"120-555-0194",1,2014-01-05 00:00:00.000
15603,"1 (11) 500 555-0147",2,2012-02-26 00:00:00.000
15604,"103-555-0142",1,2013-07-18 00:00:00.000
15605,"1 (11) 500 555-0182",2,2014-01-07 00:00:00.000
15606,"1 (11) 500 555-0117",1,2013-12-12 00:00:00.000
15607,"1 (11) 500 555-0148",2,2014-05-14 00:00:00.000
15608,"905-555-0186",2,2014-03-13 00:00:00.000
15609,"377-555-0168",2,2013-12-28 00:00:00.000
15610,"959-555-0164",1,2014-03-03 00:00:00.000
15611,"208-555-0112",2,2014-02-10 00:00:00.000
15612,"1 (11) 500 555-0128",2,2013-12-17 00:00:00.000
15613,"592-555-0142",1,2013-07-01 00:00:00.000
15614,"1 (11) 500 555-0112",1,2011-10-29 00:00:00.000
15615,"1 (11) 500 555-0185",1,2014-02-12 00:00:00.000
15616,"1 (11) 500 555-0185",1,2014-03-05 00:00:00.000
15617,"168-555-0116",2,2013-12-06 00:00:00.000
15618,"227-555-0199",1,2014-04-13 00:00:00.000
15619,"734-555-0154",2,2013-11-10 00:00:00.000
15620,"1 (11) 500 555-0151",2,2013-07-29 00:00:00.000
15621,"446-555-0128",1,2014-04-07 00:00:00.000
15622,"1 (11) 500 555-0143",2,2014-06-06 00:00:00.000
15623,"1 (11) 500 555-0144",1,2014-03-28 00:00:00.000
15624,"1 (11) 500 555-0119",2,2013-04-12 00:00:00.000
15625,"1 (11) 500 555-0117",1,2013-08-21 00:00:00.000
15626,"150-555-0128",1,2013-11-11 00:00:00.000
15627,"729-555-0171",2,2014-03-14 00:00:00.000
15628,"934-555-0148",2,2013-11-24 00:00:00.000
15629,"1 (11) 500 555-0154",2,2013-12-25 00:00:00.000
15630,"436-555-0118",2,2013-09-18 00:00:00.000
15631,"1 (11) 500 555-0117",1,2013-07-13 00:00:00.000
15632,"628-555-0181",2,2013-07-29 00:00:00.000
15633,"678-555-0140",2,2013-10-29 00:00:00.000
15634,"1 (11) 500 555-0125",1,2013-07-14 00:00:00.000
15635,"1 (11) 500 555-0189",2,2013-09-23 00:00:00.000
15636,"751-555-0120",1,2011-11-15 00:00:00.000
15637,"1 (11) 500 555-0116",1,2013-04-20 00:00:00.000
15638,"1 (11) 500 555-0146",1,2011-06-21 00:00:00.000
15639,"1 (11) 500 555-0114",2,2014-01-09 00:00:00.000
15640,"1 (11) 500 555-0110",2,2014-04-24 00:00:00.000
15641,"1 (11) 500 555-0136",2,2014-04-16 00:00:00.000
15642,"1 (11) 500 555-0182",2,2013-08-09 00:00:00.000
15643,"1 (11) 500 555-0174",2,2013-01-22 00:00:00.000
15644,"499-555-0154",2,2011-07-19 00:00:00.000
15645,"1 (11) 500 555-0128",2,2013-11-17 00:00:00.000
15646,"1 (11) 500 555-0112",2,2012-05-24 00:00:00.000
15647,"1 (11) 500 555-0169",2,2014-06-21 00:00:00.000
15648,"546-555-0111",1,2014-03-12 00:00:00.000
15649,"948-555-0138",1,2013-09-01 00:00:00.000
15650,"111-555-0168",1,2013-12-19 00:00:00.000
15651,"1 (11) 500 555-0152",1,2012-07-22 00:00:00.000
15652,"1 (11) 500 555-0145",2,2012-08-16 00:00:00.000
15653,"1 (11) 500 555-0185",2,2013-04-04 00:00:00.000
15654,"1 (11) 500 555-0136",2,2014-01-02 00:00:00.000
15655,"1 (11) 500 555-0149",2,2013-11-19 00:00:00.000
15656,"309-555-0152",2,2014-01-14 00:00:00.000
15657,"1 (11) 500 555-0187",2,2012-06-29 00:00:00.000
15658,"791-555-0174",1,2013-08-25 00:00:00.000
15659,"1 (11) 500 555-0173",2,2013-10-06 00:00:00.000
15660,"639-555-0117",2,2014-06-24 00:00:00.000
15661,"1 (11) 500 555-0185",2,2012-12-12 00:00:00.000
15662,"731-555-0151",2,2013-05-16 00:00:00.000
15663,"703-555-0127",1,2013-07-29 00:00:00.000
15664,"256-555-0148",1,2014-03-29 00:00:00.000
15665,"368-555-0191",1,2013-12-02 00:00:00.000
15666,"1 (11) 500 555-0175",1,2013-10-15 00:00:00.000
15667,"463-555-0137",2,2013-12-01 00:00:00.000
15668,"695-555-0151",1,2013-07-26 00:00:00.000
15669,"1 (11) 500 555-0189",1,2013-12-28 00:00:00.000
15670,"1 (11) 500 555-0139",1,2013-07-07 00:00:00.000
15671,"1 (11) 500 555-0163",1,2013-11-12 00:00:00.000
15672,"1 (11) 500 555-0154",1,2012-08-24 00:00:00.000
15673,"1 (11) 500 555-0183",1,2013-09-15 00:00:00.000
15674,"871-555-0181",1,2014-02-23 00:00:00.000
15675,"228-555-0183",2,2013-12-10 00:00:00.000
15676,"1 (11) 500 555-0183",2,2011-07-10 00:00:00.000
15677,"171-555-0119",2,2012-04-28 00:00:00.000
15678,"1 (11) 500 555-0120",2,2014-01-31 00:00:00.000
15679,"986-555-0119",2,2012-12-01 00:00:00.000
15680,"1 (11) 500 555-0142",1,2013-12-27 00:00:00.000
15681,"1 (11) 500 555-0149",2,2011-08-09 00:00:00.000
15682,"230-555-0157",2,2012-04-21 00:00:00.000
15683,"314-555-0167",2,2012-01-06 00:00:00.000
15684,"1 (11) 500 555-0147",1,2013-09-22 00:00:00.000
15685,"1 (11) 500 555-0181",1,2014-01-09 00:00:00.000
15686,"729-555-0114",1,2014-05-05 00:00:00.000
15687,"169-555-0141",2,2014-02-10 00:00:00.000
15688,"1 (11) 500 555-0197",1,2013-07-23 00:00:00.000
15689,"1 (11) 500 555-0122",2,2012-09-16 00:00:00.000
15690,"1 (11) 500 555-0115",2,2013-12-22 00:00:00.000
15691,"423-555-0186",1,2014-06-04 00:00:00.000
15692,"1 (11) 500 555-0156",2,2013-07-23 00:00:00.000
15693,"355-555-0115",2,2013-11-02 00:00:00.000
15694,"139-555-0181",1,2013-07-30 00:00:00.000
15695,"119-555-0182",1,2013-09-30 00:00:00.000
15696,"1 (11) 500 555-0118",1,2013-07-24 00:00:00.000
15697,"835-555-0161",1,2013-04-21 00:00:00.000
15698,"1 (11) 500 555-0116",2,2013-09-16 00:00:00.000
15699,"815-555-0192",2,2013-08-08 00:00:00.000
15700,"301-555-0135",2,2013-12-27 00:00:00.000
15701,"576-555-0121",1,2011-06-28 00:00:00.000
15702,"676-555-0134",2,2013-06-22 00:00:00.000
15703,"1 (11) 500 555-0131",2,2012-02-12 00:00:00.000
15704,"256-555-0143",2,2013-12-14 00:00:00.000
15705,"1 (11) 500 555-0135",1,2014-06-14 00:00:00.000
15706,"1 (11) 500 555-0137",1,2014-05-02 00:00:00.000
15707,"1 (11) 500 555-0181",2,2014-01-09 00:00:00.000
15708,"177-555-0114",2,2014-06-17 00:00:00.000
15709,"980-555-0148",2,2013-10-14 00:00:00.000
15710,"1 (11) 500 555-0112",1,2013-04-13 00:00:00.000
15711,"1 (11) 500 555-0148",1,2013-09-15 00:00:00.000
15712,"1 (11) 500 555-0117",1,2012-10-15 00:00:00.000
15713,"1 (11) 500 555-0117",2,2014-03-27 00:00:00.000
15714,"727-555-0161",1,2012-01-23 00:00:00.000
15715,"1 (11) 500 555-0112",2,2011-10-15 00:00:00.000
15716,"1 (11) 500 555-0168",1,2013-12-09 00:00:00.000
15717,"155-555-0116",1,2013-07-17 00:00:00.000
15718,"1 (11) 500 555-0118",1,2012-08-05 00:00:00.000
15719,"1 (11) 500 555-0172",2,2014-05-31 00:00:00.000
15720,"1 (11) 500 555-0115",1,2013-03-10 00:00:00.000
15721,"1 (11) 500 555-0152",1,2014-05-04 00:00:00.000
15722,"933-555-0191",1,2014-05-21 00:00:00.000
15723,"1 (11) 500 555-0167",1,2013-11-23 00:00:00.000
15724,"1 (11) 500 555-0145",1,2013-10-04 00:00:00.000
15725,"1 (11) 500 555-0141",2,2013-07-13 00:00:00.000
15726,"132-555-0164",2,2013-07-07 00:00:00.000
15727,"1 (11) 500 555-0157",2,2013-11-24 00:00:00.000
15728,"101-555-0159",1,2014-02-07 00:00:00.000
15729,"804-555-0178",1,2013-11-19 00:00:00.000
15730,"927-555-0132",2,2011-09-12 00:00:00.000
15731,"1 (11) 500 555-0169",1,2014-01-27 00:00:00.000
15732,"1 (11) 500 555-0121",2,2013-09-19 00:00:00.000
15733,"773-555-0115",1,2014-01-21 00:00:00.000
15734,"1 (11) 500 555-0193",1,2014-03-04 00:00:00.000
15735,"159-555-0194",1,2011-08-07 00:00:00.000
15736,"319-555-0114",1,2014-05-06 00:00:00.000
15737,"1 (11) 500 555-0130",2,2013-07-13 00:00:00.000
15738,"1 (11) 500 555-0191",2,2013-08-08 00:00:00.000
15739,"1 (11) 500 555-0165",2,2013-05-11 00:00:00.000
15740,"1 (11) 500 555-0127",1,2011-09-09 00:00:00.000
15741,"292-555-0132",2,2013-12-26 00:00:00.000
15742,"385-555-0179",1,2013-08-11 00:00:00.000
15743,"200-555-0190",2,2013-08-03 00:00:00.000
15744,"1 (11) 500 555-0198",2,2014-04-22 00:00:00.000
15745,"605-555-0133",2,2013-08-26 00:00:00.000
15746,"966-555-0171",1,2013-12-01 00:00:00.000
15747,"1 (11) 500 555-0111",1,2013-09-07 00:00:00.000
15748,"493-555-0113",1,2013-07-26 00:00:00.000
15749,"540-555-0118",1,2014-01-12 00:00:00.000
15750,"485-555-0175",2,2013-09-01 00:00:00.000
15751,"837-555-0190",2,2012-11-16 00:00:00.000
15752,"1 (11) 500 555-0133",1,2013-06-26 00:00:00.000
15753,"1 (11) 500 555-0116",2,2012-08-10 00:00:00.000
15754,"562-555-0115",2,2014-04-25 00:00:00.000
15755,"1 (11) 500 555-0176",1,2013-02-28 00:00:00.000
15756,"1 (11) 500 555-0172",2,2013-07-20 00:00:00.000
15757,"620-555-0143",1,2014-05-01 00:00:00.000
15758,"1 (11) 500 555-0121",1,2013-11-18 00:00:00.000
15759,"201-555-0169",2,2014-04-11 00:00:00.000
15760,"110-555-0123",2,2011-12-06 00:00:00.000
15761,"170-555-0177",2,2011-06-27 00:00:00.000
15762,"1 (11) 500 555-0111",1,2012-12-09 00:00:00.000
15763,"1 (11) 500 555-0118",1,2013-12-28 00:00:00.000
15764,"462-555-0162",2,2013-12-27 00:00:00.000
15765,"184-555-0123",2,2013-02-20 00:00:00.000
15766,"1 (11) 500 555-0130",1,2014-04-21 00:00:00.000
15767,"1 (11) 500 555-0117",1,2013-11-13 00:00:00.000
15768,"1 (11) 500 555-0190",1,2013-12-30 00:00:00.000
15769,"1 (11) 500 555-0143",2,2014-03-20 00:00:00.000
15770,"167-555-0111",2,2014-03-06 00:00:00.000
15771,"1 (11) 500 555-0111",1,2014-02-18 00:00:00.000
15772,"398-555-0189",1,2013-07-05 00:00:00.000
15773,"737-555-0114",2,2013-12-15 00:00:00.000
15774,"1 (11) 500 555-0115",2,2014-05-23 00:00:00.000
15775,"1 (11) 500 555-0116",1,2013-10-15 00:00:00.000
15776,"945-555-0193",2,2011-08-04 00:00:00.000
15777,"502-555-0184",2,2014-01-30 00:00:00.000
15778,"284-555-0150",2,2013-08-21 00:00:00.000
15779,"116-555-0177",2,2013-07-30 00:00:00.000
15780,"806-555-0119",2,2013-12-14 00:00:00.000
15781,"212-555-0155",1,2013-12-24 00:00:00.000
15782,"1 (11) 500 555-0119",1,2012-01-24 00:00:00.000
15783,"880-555-0193",2,2013-07-17 00:00:00.000
15784,"1 (11) 500 555-0152",1,2012-05-06 00:00:00.000
15785,"1 (11) 500 555-0119",2,2014-02-10 00:00:00.000
15786,"869-555-0152",1,2013-08-06 00:00:00.000
15787,"433-555-0193",1,2014-01-05 00:00:00.000
15788,"530-555-0199",2,2013-09-26 00:00:00.000
15789,"1 (11) 500 555-0162",2,2013-08-18 00:00:00.000
15790,"604-555-0118",2,2012-07-05 00:00:00.000
15791,"1 (11) 500 555-0153",2,2013-12-30 00:00:00.000
15792,"1 (11) 500 555-0123",2,2014-02-26 00:00:00.000
15793,"882-555-0117",2,2013-11-29 00:00:00.000
15794,"1 (11) 500 555-0125",2,2014-04-22 00:00:00.000
15795,"247-555-0137",2,2014-04-26 00:00:00.000
15796,"350-555-0138",1,2014-03-27 00:00:00.000
15797,"718-555-0191",2,2013-09-25 00:00:00.000
15798,"1 (11) 500 555-0126",2,2011-06-19 00:00:00.000
15799,"494-555-0132",2,2013-08-02 00:00:00.000
15800,"1 (11) 500 555-0129",2,2013-04-11 00:00:00.000
15801,"1 (11) 500 555-0174",1,2014-04-07 00:00:00.000
15802,"540-555-0122",2,2013-12-04 00:00:00.000
15803,"1 (11) 500 555-0160",1,2012-07-19 00:00:00.000
15804,"765-555-0118",1,2012-11-09 00:00:00.000
15805,"1 (11) 500 555-0151",2,2013-12-02 00:00:00.000
15806,"448-555-0151",2,2013-10-23 00:00:00.000
15807,"1 (11) 500 555-0139",1,2012-10-15 00:00:00.000
15808,"456-555-0116",1,2014-01-04 00:00:00.000
15809,"1 (11) 500 555-0166",1,2013-08-28 00:00:00.000
15810,"1 (11) 500 555-0168",1,2014-02-07 00:00:00.000
15811,"712-555-0111",2,2014-01-07 00:00:00.000
15812,"119-555-0123",1,2014-03-07 00:00:00.000
15813,"1 (11) 500 555-0172",2,2012-01-06 00:00:00.000
15814,"1 (11) 500 555-0187",1,2013-12-23 00:00:00.000
15815,"433-555-0151",1,2014-05-06 00:00:00.000
15816,"774-555-0159",1,2013-06-30 00:00:00.000
15817,"1 (11) 500 555-0173",2,2013-07-15 00:00:00.000
15818,"499-555-0155",1,2011-12-25 00:00:00.000
15819,"115-555-0181",1,2013-07-20 00:00:00.000
15820,"1 (11) 500 555-0113",2,2013-02-28 00:00:00.000
15821,"1 (11) 500 555-0130",1,2012-05-29 00:00:00.000
15822,"1 (11) 500 555-0178",2,2013-03-24 00:00:00.000
15823,"412-555-0145",2,2013-10-19 00:00:00.000
15824,"1 (11) 500 555-0144",1,2014-05-03 00:00:00.000
15825,"1 (11) 500 555-0145",2,2014-05-30 00:00:00.000
15826,"1 (11) 500 555-0145",2,2012-09-19 00:00:00.000
15827,"564-555-0118",2,2014-05-07 00:00:00.000
15828,"1 (11) 500 555-0162",2,2012-11-19 00:00:00.000
15829,"1 (11) 500 555-0138",2,2011-08-27 00:00:00.000
15830,"1 (11) 500 555-0119",1,2013-11-12 00:00:00.000
15831,"367-555-0118",2,2012-03-30 00:00:00.000
15832,"1 (11) 500 555-0133",2,2012-07-30 00:00:00.000
15833,"1 (11) 500 555-0196",2,2013-11-13 00:00:00.000
15834,"1 (11) 500 555-0188",1,2012-06-14 00:00:00.000
15835,"467-555-0129",2,2013-12-09 00:00:00.000
15836,"905-555-0188",2,2014-05-24 00:00:00.000
15837,"1 (11) 500 555-0117",2,2011-07-20 00:00:00.000
15838,"238-555-0177",1,2013-11-25 00:00:00.000
15839,"411-555-0121",2,2013-10-05 00:00:00.000
15840,"155-555-0117",1,2014-01-04 00:00:00.000
15841,"812-555-0122",2,2013-12-27 00:00:00.000
15842,"605-555-0110",2,2013-01-06 00:00:00.000
15843,"455-555-0134",2,2013-12-13 00:00:00.000
15844,"1 (11) 500 555-0180",2,2014-03-17 00:00:00.000
15845,"847-555-0130",2,2012-07-18 00:00:00.000
15846,"1 (11) 500 555-0160",1,2014-01-27 00:00:00.000
15847,"527-555-0197",1,2013-12-16 00:00:00.000
15848,"276-555-0114",2,2013-08-24 00:00:00.000
15849,"518-555-0180",2,2012-06-25 00:00:00.000
15850,"102-555-0145",1,2014-02-04 00:00:00.000
15851,"1 (11) 500 555-0173",1,2012-08-14 00:00:00.000
15852,"233-555-0162",2,2014-02-25 00:00:00.000
15853,"898-555-0150",2,2014-01-23 00:00:00.000
15854,"1 (11) 500 555-0113",1,2013-12-23 00:00:00.000
15855,"432-555-0130",1,2014-02-07 00:00:00.000
15856,"1 (11) 500 555-0118",2,2014-06-30 00:00:00.000
15857,"1 (11) 500 555-0132",1,2013-05-26 00:00:00.000
15858,"863-555-0190",1,2014-02-12 00:00:00.000
15859,"1 (11) 500 555-0110",1,2013-07-24 00:00:00.000
15860,"1 (11) 500 555-0133",1,2013-09-14 00:00:00.000
15861,"1 (11) 500 555-0151",1,2013-06-30 00:00:00.000
15862,"217-555-0168",2,2013-11-23 00:00:00.000
15863,"183-555-0136",1,2013-11-05 00:00:00.000
15864,"1 (11) 500 555-0142",2,2011-06-25 00:00:00.000
15865,"667-555-0116",1,2014-06-07 00:00:00.000
15866,"824-555-0119",1,2013-03-13 00:00:00.000
15867,"1 (11) 500 555-0175",1,2012-01-05 00:00:00.000
15868,"346-555-0180",1,2014-03-01 00:00:00.000
15869,"1 (11) 500 555-0195",1,2011-08-01 00:00:00.000
15870,"507-555-0140",2,2014-03-18 00:00:00.000
15871,"1 (11) 500 555-0110",2,2013-02-07 00:00:00.000
15872,"1 (11) 500 555-0171",1,2014-04-27 00:00:00.000
15873,"1 (11) 500 555-0110",1,2013-05-28 00:00:00.000
15874,"1 (11) 500 555-0148",2,2011-09-07 00:00:00.000
15875,"1 (11) 500 555-0116",2,2011-10-22 00:00:00.000
15876,"567-555-0195",1,2014-06-10 00:00:00.000
15877,"228-555-0141",2,2012-11-02 00:00:00.000
15878,"350-555-0172",1,2013-10-01 00:00:00.000
15879,"1 (11) 500 555-0178",1,2013-10-17 00:00:00.000
15880,"244-555-0188",2,2014-04-22 00:00:00.000
15881,"1 (11) 500 555-0113",1,2012-12-23 00:00:00.000
15882,"1 (11) 500 555-0174",2,2012-06-02 00:00:00.000
15883,"143-555-0143",2,2013-10-18 00:00:00.000
15884,"1 (11) 500 555-0182",2,2013-08-14 00:00:00.000
15885,"588-555-0191",1,2012-05-13 00:00:00.000
15886,"1 (11) 500 555-0197",1,2013-04-28 00:00:00.000
15887,"494-555-0166",2,2014-04-25 00:00:00.000
15888,"1 (11) 500 555-0117",2,2013-08-09 00:00:00.000
15889,"558-555-0139",2,2013-11-03 00:00:00.000
15890,"1 (11) 500 555-0185",1,2014-03-05 00:00:00.000
15891,"1 (11) 500 555-0110",2,2012-12-13 00:00:00.000
15892,"178-555-0156",1,2013-09-25 00:00:00.000
15893,"767-555-0193",2,2013-12-25 00:00:00.000
15894,"1 (11) 500 555-0114",2,2013-10-31 00:00:00.000
15895,"551-555-0195",1,2012-10-19 00:00:00.000
15896,"1 (11) 500 555-0138",1,2012-07-05 00:00:00.000
15897,"1 (11) 500 555-0118",2,2014-04-07 00:00:00.000
15898,"1 (11) 500 555-0178",2,2013-11-13 00:00:00.000
15899,"1 (11) 500 555-0157",1,2013-08-03 00:00:00.000
15900,"138-555-0152",2,2014-05-28 00:00:00.000
15901,"1 (11) 500 555-0177",1,2013-02-08 00:00:00.000
15902,"1 (11) 500 555-0117",2,2014-02-17 00:00:00.000
15903,"1 (11) 500 555-0183",1,2013-08-08 00:00:00.000
15904,"1 (11) 500 555-0130",1,2014-01-30 00:00:00.000
15905,"1 (11) 500 555-0121",2,2014-05-24 00:00:00.000
15906,"732-555-0161",2,2013-09-07 00:00:00.000
15907,"1 (11) 500 555-0180",1,2011-08-21 00:00:00.000
15908,"518-555-0124",1,2011-11-21 00:00:00.000
15909,"289-555-0184",2,2013-08-22 00:00:00.000
15910,"1 (11) 500 555-0120",2,2012-04-02 00:00:00.000
15911,"547-555-0191",2,2014-01-07 00:00:00.000
15912,"181-555-0187",1,2013-02-13 00:00:00.000
15913,"392-555-0155",1,2014-05-19 00:00:00.000
15914,"164-555-0121",2,2012-05-23 00:00:00.000
15915,"698-555-0174",2,2013-07-07 00:00:00.000
15916,"1 (11) 500 555-0158",1,2014-04-29 00:00:00.000
15917,"170-555-0111",2,2011-12-12 00:00:00.000
15918,"1 (11) 500 555-0151",2,2014-01-07 00:00:00.000
15919,"983-555-0153",1,2014-04-19 00:00:00.000
15920,"964-555-0110",1,2013-07-08 00:00:00.000
15921,"1 (11) 500 555-0165",1,2014-05-22 00:00:00.000
15922,"620-555-0199",2,2013-02-03 00:00:00.000
15923,"1 (11) 500 555-0178",2,2014-04-12 00:00:00.000
15924,"967-555-0112",1,2014-02-02 00:00:00.000
15925,"773-555-0132",2,2013-10-02 00:00:00.000
15926,"1 (11) 500 555-0125",1,2012-07-05 00:00:00.000
15927,"1 (11) 500 555-0135",2,2013-09-29 00:00:00.000
15928,"1 (11) 500 555-0157",2,2013-03-28 00:00:00.000
15929,"936-555-0119",2,2014-01-03 00:00:00.000
15930,"1 (11) 500 555-0197",2,2014-05-09 00:00:00.000
15931,"1 (11) 500 555-0113",2,2013-12-01 00:00:00.000
15932,"1 (11) 500 555-0139",2,2013-09-16 00:00:00.000
15933,"460-555-0143",2,2014-01-07 00:00:00.000
15934,"1 (11) 500 555-0120",1,2013-11-15 00:00:00.000
15935,"1 (11) 500 555-0114",1,2014-05-10 00:00:00.000
15936,"1 (11) 500 555-0111",1,2014-05-07 00:00:00.000
15937,"1 (11) 500 555-0135",1,2012-07-25 00:00:00.000
15938,"1 (11) 500 555-0163",2,2012-06-03 00:00:00.000
15939,"429-555-0180",2,2013-10-01 00:00:00.000
15940,"1 (11) 500 555-0117",1,2011-06-12 00:00:00.000
15941,"181-555-0117",2,2013-11-28 00:00:00.000
15942,"622-555-0142",2,2014-05-13 00:00:00.000
15943,"646-555-0161",1,2013-07-13 00:00:00.000
15944,"1 (11) 500 555-0146",2,2013-01-08 00:00:00.000
15945,"1 (11) 500 555-0181",2,2013-05-26 00:00:00.000
15946,"1 (11) 500 555-0127",2,2014-03-10 00:00:00.000
15947,"1 (11) 500 555-0172",1,2013-07-23 00:00:00.000
15948,"1 (11) 500 555-0149",2,2011-08-26 00:00:00.000
15949,"874-555-0175",2,2011-07-12 00:00:00.000
15950,"1 (11) 500 555-0169",2,2011-08-23 00:00:00.000
15951,"1 (11) 500 555-0113",1,2013-12-01 00:00:00.000
15952,"1 (11) 500 555-0121",2,2014-01-08 00:00:00.000
15953,"708-555-0117",2,2013-09-01 00:00:00.000
15954,"544-555-0112",2,2013-11-13 00:00:00.000
15955,"1 (11) 500 555-0178",1,2013-11-15 00:00:00.000
15956,"1 (11) 500 555-0161",1,2014-01-23 00:00:00.000
15957,"1 (11) 500 555-0199",1,2013-10-09 00:00:00.000
15958,"1 (11) 500 555-0193",1,2014-05-11 00:00:00.000
